Job ID,Job Title,Salary Estimate,Job Description,Company Name,Rating,Location,Size,Founded,Type of ownership,Industry,Sector,Revenue
p14j7,Data Scientist,$88K - $171K (Glassdoor est.),"Overview
Position: Data Scientist
Location: San Francisco, CA
Duration: Long Term

At least 7+ years of experience in applied data science, analytics, data storytelling.

Write well documented code that can be shared and used across teams, and can scale to be used in existing products. SQL, Advanced Python or R (descriptive / predictive models), Tableau Visualization. Working knowledge of Hadoop, BigQuery, Presto, Vertica",Surya Systems,4.0,"San Francisco, CA",1 to 50 Employees,-1,Company - Private,Computer Hardware & Software,Information Technology,Less than $1 million (USD)
p14j8,Data Scientist,$83K - $138K (Glassdoor est.),"Job Description

At IRI, we deliver growth to clients based on big data—our predictive analytics and forward-thinking insights help CPG, OTC, health care, retailers, and media companies remain relentlessly relevant, capture marketing share, connect with consumers, and deliver market-leading growth. The convergence of our proprietary, on-demand cloud-based technology and our client-focused colleagues leads to a seismic shift in drivers of success in all industries.
For IRI colleagues, we focus on the moments that matter. From meaningful work and impact to continuous improvement we challenge ourselves to grow both professionally and personally. You’ll feel a true sense of connection and purpose in your work and will craft the direction of your career in a highly personalized way. No matter the department you join, you’ll find yourself constantly growing and developing the skills of the future to deliver client growth. We believe in the undeniable strength that diverse people, culture, thought and skill bring to our business, our clients, our people and our communities. We are committed to nurturing a dynamic culture that embraces and celebrates openness, collaboration, creativity, equity, inclusivity and growth for all.

Responsibilities:",IRI,3.5,"Chicago, IL",1001 to 5000 Employees,1979,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
p14j10,Data Scientist,$59K - $113K (Glassdoor est.),"Data Scientist
$2,500 bonus for new employees who start by June 30, 2021*
Certified Collectibles Group (CCG) is seeking an experienced Data Scientist supporting our fast-paced domestic and international multi-company organization.
Specific responsibilities include:
Analyzing internal processes such as receiving, grading, and shipping
Membership analysis - signups, churn, upgrades
Competitor analysis
User cohort analysis
Predictive modelling
Data structuring",Certified Collectibles Group,4.1,"Sarasota, FL",201 to 500 Employees,1987,Company - Private,Consulting,Business Services,Unknown / Non-Applicable
p14j11,Data Scientist,$106K - $129K (Glassdoor est.),"The data science team in Aruba’s cloud software division develops and delivers ML/AI modules for all of Aruba’s cloud-based software products (especially ClearPass, AI Insights). We have an exciting opportunity for a Data Scientist to join our team.
What You'll Do
Work with domain experts to identify and formalize machine learning problems for wireless and wired network diagnostics, root causing, problem remediation, and optimization
Discover new problem signatures in customer networks
Design, implement, and validate machine learning algorithms on big data
Guide and oversee deployment of implemented machine learning solutions and monitor their operation

1078997",Hewlett Packard Enterprise,4.0,"Santa Clara, CA",10000+ Employees,2015,Company - Public,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
p14j12,Data Scientist,$82K - $138K (Glassdoor est.),"Our mission is to increase healthcare accessibility and efficiency for all. As a Data Scientist at Luminostics, you will analyze longitudinal results from our fleet of diagnostic devices and develop algorithms and software to support the next generation of rapid diagnostic tests for diseases such as COVID19, Influenza, and common STIs. You will have opportunities to apply sophisticated analytical techniques and work with novel technologies. We work in a fast-paced, agile environment with colleagues from disciplines such as nanotechnology, manufacturing, software engineering, chemistry, and biology. We value accountability, creativity, and gratitude.

Responsibilities:

Collaborating with biochemistry researchers to accelerate research and operations
Collaborating with manufacturing engineers to reduce waste in assembly lines",Luminostics,-1,"Milpitas, CA",51 to 200 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
p14j13,Data Scientist,$110K - $172K (Glassdoor est.),"Madison Square Garden Entertainment Corp. (MSG Entertainment) is a leader in live entertainment experiences.  The Company presents or hosts a broad array of events in its diverse collection of venues: New York’s Madison Square Garden, Hulu Theater at Madison Square Garden, Radio City Music Hall and Beacon Theatre; and The Chicago Theatre.  MSG Entertainment is also building a new state-of-the-art venue in Las Vegas, MSG Sphere at The Venetian, and has announced plans to build a second MSG Sphere in London, pending necessary approvals. In addition, the Company features the original production – the Christmas Spectacular Starring the Radio City Rockettes – and through Boston Calling Events, produces the Boston Calling Music Festival.  Also under the MSG Entertainment umbrella is Tao Group Hospitality, with entertainment dining and nightlife brands including Tao, Marquee, Lavo, Avenue, Beauty & Essex and Cathédrale. More information is available at www.msgentertainment.com.

MSG is looking for a Data Scientist to join a groundbreaking Capture and Imaging Systems department based in Burbank, CA. As the Capture and Imaging Systems team for the MSG Sphere projects, we strive to create tools for world-class content at an unprecedented scale on the largest LED screens ever made.

The Data Scientist works in close coordination with the Capture and Imaging Systems, post-production and capture departments to develop solutions and tools to automate the content creation workflow and enhance image quality to the highest standards for MSG Sphere. Candidates must have experience working on machine learning for imaging applications. Challenges will include multicamera fusion, content segmentation, de-mosaicking, super resolution, temporal stability, temporal up-sampling, denoise, artifact correction, content aware corrections, color enhancement, etc.

The Capture and Imaging Systems team is tasked with creating and maintaining hardware and software tools for preview, capture, ingest, transcode, color science, review, QC, and final delivery. Within this scope, the Data Scientist will be focused on improving final image quality and automating processes leading up to final output. Additionally, the Data Scientist will also adapt some solutions for real time use cases.

The resolution, field of view, and sheer scale of the Sphere venues means that the image quality for Sphere content creation is critical. The Data Scientist must be able to work closely with internal users, iterate quickly, prioritize, and develop models that can be deployed to meet the production goals.




Bachelor’s degree or equivalent in data science, Master’s degree preferred
At MSG we value diversity and are looking for extraordinary employees of all backgrounds! MSG is an Equal Opportunity Employer and provides equal employment opportunities to all employees and applicants for employment without regard to race, color, religion, gender, sexual orientation, gender identity or expression, sexual and reproductive health choices, national origin, citizenship, age, genetic information, disability, or veteran status. In addition to federal law requirements, MSG complies with all applicable state and local laws governing nondiscrimination in all locations.",MSG,4.1,"Burbank, CA",501 to 1000 Employees,2008,Company - Private,IT Services,Information Technology,$1 to $5 million (USD)
p14j14,Data Scientist,$73K - $135K (Glassdoor est.),"Overview:
Intelligent Waves, a rapidly growing Service-Disabled Veteran-Owned Small Business (SDVOSB), requires a Data Scientist, to support a mission critical Intel Program. The Data Scientist will support the integration of people, processes, and technology to facilitate the exchange of operationally relevant information.

Location: This position is based in Reston, VA

Travel: Minimal travel is expected (for contingency and surge operations) and will be reimbursed based on IW policy, GSA Per Diem rates, and DoD Joint Travel Regulations (JTR) as required.

Schedule: Will work as part of an overall team to provide needed coverage and support according to mission schedules.














Responsibilities:












Qualifications:








Contract Status: Immediate Hire Category: Information Technology Telecommute: false Travel: None Employment Type: Regular Full-Time",Intelligent Waves LLC,4.1,"Chantilly, VA",201 to 500 Employees,2006,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
p14j15,Data Scientist,$68K - $155K (Glassdoor est.),"DATA SCIENTIST, CUSTOMER ANALYTICS AND DATA SCIENCE

WHO WE ARE
We make timeless clothes that last a lifetime…then pair them with of-the-moment styles season after season, decade after decade. We think that distinct heritage pairs perfectly with modern design and fabric technology. We believe in feel-good color…Even if black or navy makes you feel best, we’re here for that. We’re the experts in signature categories: cashmere, coats, blazers, pants—and we also collaborate with the coolest brands out there because we know that creativity is contagious. We consider leopard a neutral, speak stripes fluently and live for a great gingham. We believe in looking like a million bucks, not spending it—which is why we go the extra mile to source the absolute best fabrics at the most accessible prices. We also know that we have a responsibility to the planet and to humanity to choose eco-friendly fabrics and to support our factory workers, without compromise. We’ve had your back for over 35 years, and we’re convinced there’s no better expert on our clothes than you, our customer.",J.Crew,3.9,"New York, NY",10000+ Employees,1983,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$2 to $5 billion (USD)
p14j16,Data Scientist,$82K - $143K (Glassdoor est.),"Analog Devices (NASDAQ: ADI) designs and manufactures semiconductor products and solutions. We enable our customers to interpret the world around us by intelligently bridging the physical and digital worlds with unmatched technologies that sense, measure and connect.

Analog Devices (NASDAQ: ADI) designs and manufactures semiconductor products and solutions. We enable our customers to interpret the world around us by intelligently bridging the physical and digital worlds with unmatched technologies that sense, measure and connect.",Analog Devices,3.9,"Wilmington, MA",10000+ Employees,1965,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD)
p14j17,Data Scientist,$87K - $146K (Glassdoor est.),"Data Scientist-268540
Federal Reserve Bank of Boston
Primary Location MA-Boston
Full-time / Part-time Full-time
Employee Status Regular
Overtime Status Exempt
Job Type Experienced
Travel Yes, 5 % of the Time
Shift Day Job
Job Sensitivity Tier II CC@Hire/No CC@Rescreen
FedNow
The Federal Reserve is developing a new interbank 24x7x365 real-time gross settlement (RTGS) service with integrated clearing functionality, called the FedNow service. This service will help enable financial institutions provide their customers with the ability to send and receive payments any time, any day, and have full access to those funds within seconds. This position is a unique opportunity to be part of a new mission-critical Federal Reserve initiative that will be transformative to the payments landscape in the United States.",Federal Reserve Bank of Boston,4.2,"Boston, MA",1001 to 5000 Employees,1914,Nonprofit Organization,Banks & Credit Unions,Finance,$2 to $5 billion (USD)
p14j24,Data Scientist,$84K - $164K (Glassdoor est.),"Position Locations: New York, NY / Carlsbad, CA

Help us grow into an ever-evolving marketplace. Seeking skilled Data Scientist!

WHAT WE DO

Betterview is the only property data platform that informs every transaction for decision-makers who want to reduce risk, cost & waste in an increasingly competitive environment. We provide software and services that capture, organize, and analyze data for buildings and properties to unlock valuable insight. Our company is quickly becoming essential to every transaction by making every property thoroughly understood.

Every day, our team is focused on the needs of our customers. We strive to earn their trust by providing valuable, accurate insight that is important to their businesses. We provide our customers with information that is not only useful to their business decisions but is easy to use. We combine high quality human interactions with sleek, intuitive design and are pioneers on the journey alongside our customers, who are transforming the way they do business with data-driven decision-making.


Betterview's Machine Vision team maintains an ever-expanding suite of computer vision and other models to detect property conditions and identify risk factors using aerial imagery. As part of the team responsible for creating training datasets and evaluating models after they've been trained, Betterview's Data Scientist has many talents related to data collection and model validation on a large scale. If Betterview is looking for more imagery wherein solar panels are on a roof, the Data Scientist is responsible for finding and creating a dataset where every image in the dataset contains a clean example of solar panels. If Betterview is releasing a new model for identifying tarps, the Data Scientist evaluates the available trained model options and selects a candidate for release based on key performance metrics. To accomplish these tasks at scale, the Data Scientist should have automation, scripting, and SQL in their tool kit.

Betterview provides equal employment opportunities (EEO) to all employees and applicants for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, genetics, Veteran status, or other legally protected characteristics. In addition to federal law requirements, Betterview complies with applicable state and local laws governing nondiscrimination in employment in every location in which the company has facilities. This policy applies to all terms and conditions of employment, including recruiting, hiring, placement, promotion, termination, layoff, recall, transfer, leaves of absence, compensation and training.

Betterview will not discriminate or retaliate against applicants who inquire about, disclose, or discuss their compensation or that of other applicants.

Betterview will consider for employment all qualified applicants with criminal histories in a manner consistent with applicable law. If you're applying for a position in San Francisco, review the guidelines applicable in your area.

Betterview expressly prohibits any form of workplace harassment based on race, color, religion, gender, sexual orientation, gender identity or expression, national origin, age, genetic information, disability, or veteran status. Improper interference with the ability of Betterview employees to perform their job duties may result in discipline up to and including discharge.

If you are interested in applying for this opportunity, please apply directly using the link provided below. No phone calls, please.",Betterview,4.2,"New York, NY",1 to 50 Employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
p14j28,Data Scientist,$85K - $157K (Glassdoor est.),"Looking for an innovative, creative, passionate, and fun company in OC? Then, let us introduce ourselves.Our juggernaut mobile games like Solitaire, FreeCell and Spider were present on Day 1 of the App Stores and have only continued to grow. We recently topped over 400 million downloads across our portfolio of games and are hungry to continue finding new avenues for growth.

We have been voted 2015, 2016, 2017 & 2018 Best Places to Work in Orange County by the Orange County Business Journal and OC Register! Most recently, Built In LA named us 2021's Best Midsize Companies to Work For. Headquartered in Irvine, CA., our flagship game, Solitaire, was released on the day the App Store opened in 2008. Other titles include Blackjack, FreeCell, Jigsaw Puzzle and Spider Solitaire, to name a few. Our mission is to bring JOY to others one game at a time.

Position Summary

As a Data Scientist, you will support the product team with in-depth analyses related to in-game activity, user behaviors, retention, funnel and monetization analysis, and provide insights to enhance the user experience. Your work will directly influence what features are built, prioritization of the roadmap and estimate expected return on these efforts.

You will create, develop, deploy, monitor, present and maintain machine learning models, recommendation system, deep learning models and other models on real business data to support product efforts to drive user retention and in-game monetization. In addition to the product team, you will work closely with the DBAs, Marketing, and Monetization teams to create actionable insights.",MobilityWare,4.3,"Irvine, CA",51 to 200 Employees,1990,Company - Private,Video Games,Media,Unknown / Non-Applicable
p15j2,Data Scientist,$76K - $142K (Glassdoor est.),"Position Overview:
The Data Scientist on the performance analytics team will focus on building and automating campaign insights and data-driven optimizations for programmatic media campaigns. The Data Scientist will create custom algorithms and data insights/visualization that will support internal and external teams to drive performance. This role requires excellent technical skills and experience in data matching, analytical and machine learning applications, data mining, reporting, and dashboarding. Through the insights created the individual will contribute significantly to the strategy across various aspects of campaign planning, set-up, optimization, and insights.

Goal: Drive programmatic performance, surface key learnings/insights to ensure the success of the campaigns, and that we meet client business objectives.",GroupM Services,3.8,"New York, NY",10000+ Employees,2003,Subsidiary or Business Segment,Publishing,Media,Unknown / Non-Applicable
p15j4,Data Scientist,$78K - $92K (Glassdoor est.),"Data Scientist
Come join a growing financial technology company thats leading the marketplace in both the marketing and servicing of credit cards! Continental Finance Company specializes in credit card options for those consumers with less than perfect credit. We are seeking a Data Scientist to support our Data Science team.

The Data Scientist will be responsible for developing quantitative/analytic models and applications in support of the firm's risk underwriting and marketing effort. This role focuses on the development of models, strategies, and operational guidelines for the organization's various credit card products as they relate to the analysis, tracking, and reporting of various risk metrics. This role requires advanced degree in statistics/probability, physics, applied mathematics or another heavy quantitative discipline. Our Quantitative Analytic staff is focused on and responsible for the development of the theory and mathematics behind various models. This position reports to Chief Data Scientist.



· Develop and design best in class models

· Develop and design best in class market intelligence applications that support decision making

· Collaboration with Risk Management to quickly and efficiently resolve outstanding issues and support documentation as required

· Test new statistical tools and packages



Continental Finance Company (CFC) is one of Americas leading marketers and servicers of credit cards for consumers with less-than-perfect credit. Since the Companys founding in 2005, CFC has prided itself on its corporate responsibility to customers in terms of a strong customer support program, fair treatment and responsible lending. With our success, we have also grown into an innovative financial tech company! With a state-of-the-art consumer underwriting, marketing and servicing platform, we provide a variety of services to our consumers when other financial institutions will not accommodate them. We are proud to provide access to credit products and excellent services to consumers who are largely overlooked by traditional credit card issuers.

CFC is seeking bright, energetic individuals that will help us grow and develop together! We uphold a promise to treat our employees with the same care and concern as we do our customers. We offer all employees competitive compensation and benefits in an exciting, fast-paced business casual environment. Join our growing team and apply online today at https://continentalfinancecompany.easyapply.co!

You will be required to work for this position, telecommuting is not available.",CONTINENTAL FINANCE COMPANY,4.1,"Wilmington, DE",51 to 200 Employees,2005,Company - Private,Lending,Finance,$5 to $10 million (USD)
p15j5,Data Scientist,$76K - $134K (Glassdoor est.),"Invesco is one of the world’s leading global investment managers, entrusted with managing $1.2 trillion* in assets on behalf of clients worldwide. We are the 6th largest US retail asset manager and the 13th largest investment manager globally, and our more than 8,000 employees worldwide are dedicated to delivering an investment experience that helps people get more out of life. We are purely focused on managing a comprehensive range of active, passive and alternative investment capabilities, which we draw on to provide customized solutions aligned to client needs, our most important benchmark. (*As of May 31,2019)

Job Purpose (Job Summary):
As a Data Scientist, you will shape and deliver on a data roadmap that expands our capabilities to use data to inform insights and improve our data science and analytics consumer experiences. You will collaborate with domain data offices and analytics groups , business functions, privacy, security, engineers, architects and other data managers to ensure delivery of data ingestion, quality, aggregation, access, visualization and analytics capabilities to deliver business results. This role requires excellent organizational and communication skills, ability to stitch together strategic goals to executional details, translate technical data science capabilities to business outcomes, and manage stakeholders in a global matrix organization. The Data Scientist will execute on the development of tools, methods and processes to utilize data and data science to enable effective and timely business decisions across the organization. The data science and engineering team is responsible for establishing and maintaining enterprise data science and analytic standards, including a uniform and repeatable science development lifecycle methodology and a common set of standards for advanced analytics and engineering.",Invesco,3.7,"Boston, MA",5001 to 10000 Employees,1935,Company - Public,Investment Banking & Asset Management,Finance,$2 to $5 billion (USD)
p15j6,Data Scientist,$68K - $115K (Glassdoor est.),"Grainger is a global leading broad line supplier of facilities maintenance products serving businesses and institutions. Our 18,000 employees are driven to serve customers and the community in exceptional ways focusing on delivering the highest level of service. The Grainger team works closely with customers to better understand their challenges and provide cost-saving solutions. Grainger's employees serve customers more than 115,000 times every day through multiple channels. As part of a high-performing team, you’ll be able to develop your talents, and make a difference. Grainger is a Fortune 500 company and a perennial member of Fortune magazine's Most Admired Companies list.

This role typically is located in either our downtown Chicago office or our Lake Forest headquarters, but due to COVID-19 will be fully virtual until further notice. Once these office locations have a return to work plan, the team member will be required to be on-site.",Grainger,3.9,"Chicago, IL",10000+ Employees,1927,Company - Public,Wholesale,Business Services,$10+ billion (USD)
p15j7,Data Scientist,$82K - $145K (Glassdoor est.),"Data Scientist (Job Number: 049082)
Description

Grant Thornton is seeking a Senior Associate to join its CIVILIAN service line and take an active role in engagement execution, project management and key business development activities.

Grant Thornton Public Sector helps executives and managers at all levels of government maximize their performance and efficiency in the face of ever tightening budgets and increased demand for services. We give clients creative, cost-effective solutions that enhance their acquisition, financial, human capital, information technology, data analytics, and performance management. For more information, visit grantthornton.com/publicsector.

At Grant Thornton, our professional staff applies traditional, cutting-edge approaches and methods to a variety of analyses. As part of our team, the Senior Associate will utilize various methodologies and models to execute client projects.",Grant Thornton,3.8,"Arlington, VA",1001 to 5000 Employees,-1,Self-employed,Accounting,Accounting & Legal,$500 million to $1 billion (USD)
p15j8,Data Scientist,$75K - $141K (Glassdoor est.),"The Department of Defense’s (DoD) works cooperatively with allies and partners to reduce or eliminate weapons of mass destruction (WMD) threats. The cooperative nature of the DoD’s activities yields a secondary benefit of strengthening regional alliances, deepening existing partnerships, and attracting new partners.
At Noblis and Noblis ESI, we have excellent teams of smart, collaborative, proactive experts, and professionals. We are actively seeking to identify personnel to join our team of talented professionals who possess the experience, vision, commitment, and integrity to successfully support the strategic goals of the Department of Defense’s program.
Noblis is looking to hire a Data Scientist to support the mission in cooperation with partner nations. Responsibilities for the position include, but not limited to:

· Learn about the Noblis business development lifecycle, processes, tools, and account structure
· Contribute specialized domain or technical content to proposal sections or client white papers
· Build a productive relationship with your client and understand their structure and goals",Noblis,4.3,"Lorton, VA",1001 to 5000 Employees,1996,Nonprofit Organization,Consulting,Business Services,$100 to $500 million (USD)
p15j10,Data Scientist,$89K - $160K (Glassdoor est.),"As an experienced member of our Data Science Team, we look first and foremost for people who are passionate around solving business problems through innovation and engineering practices. You'll be required to apply your depth of knowledge and expertise to all aspects of the software development lifecycle, as well as partner continuously with your many stakeholders on a daily basis to stay focused on common goals. We embrace a culture of experimentation and constantly strive for improvement and learning. You'll work in a collaborative, trusting, thought-provoking environment-one that encourages diversity of thought and creative solutions that are in the best interests of our customers globally.

This role requires a wide variety of strengths and capabilities, including:
BS/BA degree or equivalent experience
Expertise in data exploration, data cleansing, model tranding and development
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.

We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.

Equal Opportunity Employer/Disability/Veterans","JPMorgan Chase Bank, N.A.",4.0,"Jersey City, NJ",10000+ Employees,1799,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD)
p15j13,Senior Data Scientist,$64K - $118K (Glassdoor est.),"Relocation Assistance Offered Within Country
# 99623 - Topeka, Kansas, United States

We are looking for a Senior Data Scientist who will support our cross-functional teams with insights gained from analyzing company data. The ideal candidate is adept at using large data sets to find opportunities for product and process optimization and using models to test the efficiency of different courses of action. They must have strong experience using a variety of data mining/data analysis methods, using a variety of data tools, building and implementing models, using/creating algorithms and creating/running simulations. They should have a proven ability to drive business results with their data-based insights. They must be comfortable working with a wide range of stakeholders and functional teams. The right candidate will have a passion for discovering solutions hidden in large data sets and working with partners to improve business outcomes.",Hill's Pet Nutrition,4.2,"Topeka, KS",1001 to 5000 Employees,1907,Company - Public,Consumer Products Manufacturing,Manufacturing,$2 to $5 billion (USD)
p15j14,Data Scientist,$72K - $136K (Glassdoor est.),"Data Scientist

Job Description
Analyze and interpret data to provide insights into public diplomacy audiences around the world
Contribute to the development of data pipelines, data storage architectures, web-based user interfaces, and data visualizations to support Public Diplomacy efforts
Analyze global datasets for cross-platform reporting; provide insights into Public Diplomacy operations
Develop processes and tools to monitor and analyze model performance and data accuracy; identify data analysis problems, where insights will be useful to Public Diplomacy efforts",Delaware Nation Industries (DNI),4.5,"Washington, DC",201 to 500 Employees,-1,Contract,-1,-1,Unknown / Non-Applicable
p15j15,Data Scientist,$67K - $118K (Glassdoor est.),"Charlotte, NC

Job Summary:
The Data Scientist is a critical member of the Tactegra Data Management and Governance, SyncPoint and Management by Fact teams. Senior Data Scientist may also lead Data Management and Governance teams. The Tactegra Data Scientist utilizes our proprietary accelerators to go beyond their analytical skills to collect, format, interpret, and publish data. The Tactegra Data Scientist collaborate with our clients to collect and present data for analysis and/or by setting up and managing new studies for the creation of metrics, KPIs and their respective reporting and presentation to better enhance their business decisioning processes.

The Data Scientist also support our client environments via nuanced data collection frameworks and automated tools, while developing various data reporting governance and reporting processes. They are instrumental in identifying, validating, and tracking performance metrics for client operations, programs, and projects. In collaboration with other members of the Data Management and Governance team, they influence the design and requirement creation for Data Warehousing and Reporting, and Functional Data Flow for the client's processes, systems and handoffs across various internal departments and delivery teams. A Tactegra Data Scientist generally possess a degree or certificate in Data Science or an affiliated field and is fluent in object-oriented programming language, with a preference for Python, R, Java, or Scala.

Salary is market competitive, commensurate with experience.






Prolonged periods of sitting at a desk and working on a computer.

Travel Required
None


Tactegra is a Charlotte-based, minority-owned management consulting firm focused on helping clients achieve Operations Excellence in the government and financial services sectors. With over a decade of business operations experience, Tactegra is able to identify and address business problems with an invaluable perspective and a fine-tuned, time-tested set of skills.

We are committed to relentlessly working to achieve the right solutions for our clients. We dive deep into clients' challenges and take the time to fully understand and diagnose organizational issues before proposing solutions. As a result, our methods consistently achieve sustained efficiency and effectiveness, while simultaneously mitigating operational risks.

FLSA Classification
Exempt

Salary Grade
Grade 5-8",Tactegra,2.3,"Charlotte, NC",1 to 50 Employees,-1,Company - Private,-1,-1,Unknown / Non-Applicable
p15j3,Data Scientist,$91K - $146K (Glassdoor est.),"Job Description

The Data Scientist will be responsible for managing, understanding and analyzing in-house and customer data – including text mining, developing predictive systems, risk scoring, creating efficient algorithms, data quality improvement and other related activities. This individual will work closely with the TRSS Analysts and government partners to drive, identify, evaluate, design and implement statistical analyses of gathered open source, proprietary, and customer data to create analytic metrics and tools to support TRSS analysts, customers and existing product offerings.
Successful candidates will have the opportunity to contribute directly to the features and capabilities deployed in our applications. They will work with customers to assist in gathering requirements and contributing to Statements of Work (SOWs) for new sales or POCs and executing design post sale while getting deeply involved into the delivery of the proposed solutions. The role will interface with the customer and provide continuity of technical and data-exploration expertise to ensure we are delivering a workable solution that meets the customer requirements and technical capabilities. The position requires a proactive, mission-oriented person who strives to produce the best possible work for the customer.



McLean-Virginia-United States of America",Thomson Reuters,4.1,"McLean, VA",10000+ Employees,2008,Company - Public,Enterprise Software & Network Solutions,Information Technology,$10+ billion (USD)
p15j9,Data Scientist,$78K - $145K (Glassdoor est.),"POSITION PURPOSE
The Data Scientist is responsible for supporting data science initiatives that drive business profitability, increased efficiencies and improved customer experience. This role applies industry-leading analytical methodologies for working with large datasets to extract meaningful business insight and creatively solve business problems. Data Scientists are also responsible for ensuring that developed codes are documented into a library of reusable algorithms. Based on the specific data science team, this role would need to be knowledgeable in one or more data science specializations, such as optimization, computer vision, recommendation, search or NLP.
As a Data Scientist, you will apply advanced analytics methods and algorithms for identifying trends and providing business solutions. This role is expected to present insights and recommendations to non-technical audiences and explain the benefits and impacts of the recommended solutions. In addition, Data Scientists collaborate with business partners and cross-functional teams, requiring effective communication skills, building relationships, and focus on understanding the overall business area being supported.

MAJOR TASKS, RESPONSIBILITIES AND KEY ACCOUNTABILITIES
55% Solution Development - Design and develop algorithms and models to use against large datasets to create business insights; Participates in large data analytics project teams by serving as a technical lead for analytics projects; May lead small projects and work independently on solution development; Execute tasks with high levels of efficiency and quality; Make appropriate selection, utilization and interpretation of advanced analytical methodologies
20% Communicating Results - Effectively communicate insights and recommendations to both technical and non-technical leaders and business customers/partners; Present recommendations in a confident manner in order to influence execution of recommendation; Prepare reports, updates and/or presentations related to progress made on a project or solution; Clearly communicate impacts of recommendations to drive alignment and appropriate implementation
10% Business Collaboration - Incorporate business knowledge into solution approach; Effectively develop trust and collaboration with internal customers and cross-functional teams; Work with project teams and business partners to determine project goals
15% Technical Exploration & Development - Seek further knowledge on key developments within data science, technical skill sets, and additional data sources; Participate in the continuous improvement of data science and analytics by developing replicable solutions (for example, codified data products, project documentation, process flowcharts) to ensure solutions are leveraged for future projects; Build and maintain library of reusable algorithms for future use, ensuring developed codes are documented

NATURE AND SCOPE
This position typically reports to Manager or above
This position has 0 Direct Reports and leads/manages projects

ENVIRONMENTAL JOB REQUIREMENTS
Environment:
Located in a comfortable indoor area. Any unpleasant conditions would be infrequent and not objectionable.
Travel:
Typically requires overnight travel less than 10% of the time.
Additional Environmental Job Requirements: MINIMUM QUALIFICATIONS
Must be eighteen years of age or older.
Must be legally permitted to work in the United States.

Education Required:
The knowledge, skills and abilities typically acquired through the completion of a bachelor's degree program or equivalent degree in a field of study related to the job.

Years of Relevant Work Experience: 3 years

Physical Requirements:
Most of the time is spent sitting in a comfortable position and there is frequent opportunity to move about. On rare occasions there may be a need to move or lift light articles.

Additional Qualifications:

Preferred Qualifications:

Knowledge, Skills, Abilities and Competencies:",Home Depot / THD,3.9,"Atlanta, GA",10000+ Employees,1978,Company - Public,Home Centers & Hardware Stores,Retail,$10+ billion (USD)
p15j11,Data Scientist,$85K - $152K (Glassdoor est.),"Thrive Global is developing a state-of-the-art measurement and behavior change tool to impact individual and organizational well-being and productivity. The marriage of data and analytics, our best-in-class content and science-backed behavior change IP will help people go from knowing what to do to actually doing it, enabling millions of consumers to begin the Thrive behavior change journey. We’re building a dynamic tech team with a passion for our mission and top-notch skills to help us make this a reality.

As a Data Scientist, your mission is to help use data and analytics to power our product and better the lives of people around the world. You will have the opportunity to influence strategic decision-making across the organization and be responsible for embedding customer data and insights into key business initiatives including the strategic planning process and product roadmap.",Thrive Global,3.8,"New York, NY",51 to 200 Employees,2016,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable
